id,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1398,Windsor,344 High St,3,h,2302000,S,Marshall,4/3/17,5.1,3181,3,1,4,440,144,1895,Stonnington,-37.8528,144.9994,Southern Metropolitan,4380
1399,Windsor,6/7 Ellesmere Rd,1,u,372000,S,Fletchers,10/12/16,5.1,3181,1,1,1,0,,1970,Stonnington,-37.8574,145,Southern Metropolitan,4380
1400,Windsor,13/14 Newry St,2,u,450000,PI,hockingstuart,13/8/16,5.1,3181,2,1,1,1057,,,Stonnington,-37.8552,145.0005,Southern Metropolitan,4380
1401,Windsor,3/11 Lincoln Pl,2,h,1177000,PI,Marshall,18/3/17,5.1,3181,2,2,2,521,122,2000,Stonnington,-37.8543,144.9939,Southern Metropolitan,4380
1402,Windsor,50 Andrew St,2,h,1500000,S,Jellis,19/11/16,5.1,3181,2,1,2,0,96,1928,Stonnington,-37.8518,144.9868,Southern Metropolitan,4380
1403,Windsor,22/17 Ellesmere Rd,2,u,650000,VB,McGrath,28/5/16,5.1,3181,2,1,1,0,,2014,Port Phillip,-37.8574,145.0006,Southern Metropolitan,4380
1404,Windsor,8/14 Newry St,2,u,474000,S,Beller,28/8/16,5.1,3181,2,1,1,0,66,1985,Port Phillip,-37.8552,145.0005,Southern Metropolitan,4380
1405,Windsor,77 Raleigh St,3,h,1910000,S,Marshall,28/8/16,5.1,3181,3,3,1,143,89,1890,Stonnington,-37.8525,144.9881,Southern Metropolitan,4380
1406,Yallambie,340 Yallambie Rd,3,h,602500,S,Ray,13/8/16,15,3085,3,2,2,586,140,1970,Banyule,-37.7279,145.1017,Northern Metropolitan,1369
1407,Yallambie,36 Longacres Rd,4,h,953000,S,Fletchers,15/10/16,15,3085,4,2,2,551,150,1997,Banyule,-37.7302,145.0883,Northern Metropolitan,1369
1408,Yallambie,342 Yallambie Rd,4,h,793000,S,Barry,18/3/17,15,3085,4,2,1,592,,,Banyule,-37.728,145.1017,Northern Metropolitan,1369
1409,Yarraville,160 Hyde St,3,h,871000,S,Jas,3/12/16,7,3013,3,2,2,428,100,1965,Maribyrnong,-37.8167,144.8965,Western Metropolitan,6543
1410,Yarraville,41 Sussex St,3,h,770000,SP,Jas,3/12/16,7,3013,2,1,1,138,82,1890,Maribyrnong,-37.82,144.891,Western Metropolitan,6543
1411,Yarraville,13 Pearce St,2,h,710000,S,Chisholm,4/3/17,7,3013,2,1,0,164,,,Maribyrnong,-37.8198,144.8839,Western Metropolitan,6543
1412,Yarraville,109 Powell St,3,h,1320000,S,Jas,4/3/17,7,3013,3,2,2,473,171,1920,Maribyrnong,-37.8217,144.8842,Western Metropolitan,6543
1413,Yarraville,50 Tongue St,4,h,1870000,S,Sweeney,8/10/16,7,3013,4,1,3,766,167,1968,Maribyrnong,-37.8126,144.8905,Western Metropolitan,6543
1414,Yarraville,122 Stephen St,1,u,510000,SP,hockingstuart,11/2/17,7,3013,1,1,2,0,83,2004,Maribyrnong,-37.8173,144.894,Western Metropolitan,6543
1415,Yarraville,9/51 Stephen St,2,u,381000,PI,Jas,11/2/17,7,3013,2,1,1,0,65,1960,Maribyrnong,-37.8128,144.8953,Western Metropolitan,6543
1416,Yarraville,64 Bishop St,3,h,1055000,S,hockingstuart,16/4/16,7,3013,3,1,3,670,116,1940,Maribyrnong,-37.8134,144.8745,Western Metropolitan,6543
1417,Yarraville,117 Francis St,4,h,660000,PI,Sweeney,16/4/16,7,3013,4,1,2,360,,1910,Maribyrnong,-37.8212,144.8887,Western Metropolitan,6543
1418,Yarraville,136 Hyde St,4,h,1150000,S,hockingstuart,17/9/16,7,3013,4,2,2,482,,,Maribyrnong,-37.815,144.8968,Western Metropolitan,6543
1419,Yarraville,55 Ofarrell St,3,h,1250000,VB,Village,18/3/17,7,3013,3,2,1,249,,,Maribyrnong,-37.8099,144.8859,Western Metropolitan,6543
1420,Yarraville,7 Stewart St,4,h,1340000,VB,Village,18/3/17,7,3013,4,2,0,297,175,1900,Maribyrnong,-37.8108,144.888,Western Metropolitan,6543
1421,Yarraville,51 Sussex St,3,h,867000,S,RT,23/4/16,7,3013,3,1,1,195,,,Maribyrnong,-37.8198,144.8904,Western Metropolitan,6543
1422,Yarraville,3 Freame St,3,h,1081000,SP,Village,24/9/16,7,3013,3,1,1,448,104,1940,Maribyrnong,-37.8171,144.8753,Western Metropolitan,6543
1423,Yarraville,75 Ballard St,4,h,970000,PI,Village,27/6/16,7,3013,3,1,2,664,,1960,Maribyrnong,-37.8172,144.8676,Western Metropolitan,6543
1424,Yarraville,46 Wilson St,3,h,908000,S,hockingstuart,27/6/16,7,3013,3,2,0,105,,1900,Maribyrnong,-37.8191,144.8909,Western Metropolitan,6543
1425,Yarraville,5 Highgate St,3,h,966000,S,JMRE,27/11/16,7,3013,3,2,2,456,,1970,Maribyrnong,-37.823,144.8768,Western Metropolitan,6543
1426,Yarraville,14 Pearce St,2,h,850000,S,Chisholm,28/8/16,7,3013,2,1,1,201,,,Maribyrnong,-37.8196,144.8836,Western Metropolitan,6543
1427,Aberfeldie,25 Valencia St,2,h,1300000,S,Rendina,8/10/16,9.1,3040,3,1,5,528,,,Moonee Valley,-37.7617,144.8987,Western Metropolitan,1543
1428,Aberfeldie,126 The Boulevard,4,h,3900000,S,Nelson,10/12/16,9.1,3040,4,4,4,670,375,2010,Moonee Valley,-37.7637,144.8931,Western Metropolitan,1543
1429,Aberfeldie,5 Aroona Ct,1,h,1720000,PI,Nelson,15/10/16,9.1,3040,3,2,1,676,136,1965,Moonee Valley,-37.7632,144.898,Western Metropolitan,1543
1430,Aberfeldie,14 Knight St,3,h,1195000,S,Nelson,19/11/16,9.1,3040,3,2,2,496,,,Moonee Valley,-37.7559,144.8991,Western Metropolitan,1543
1431,Brunswick East,1 Nunan St,4,h,856000,S,Harrington,3/12/16,4.5,3057,4,2,2,136,151,1997,Moreland,-37.7601,144.9805,Northern Metropolitan,5533
1432,Brunswick East,1610/182 Edward St,2,u,675000,S,Nelson,4/3/17,4.5,3057,2,2,1,0,,,Moreland,-37.7753,144.9725,Northern Metropolitan,5533
1433,Brunswick East,87 Hickford St,3,h,1350000,SP,Jellis,4/3/17,4.5,3057,3,1,2,407,,,Moreland,-37.7663,144.9795,Northern Metropolitan,5533
1434,Brunswick East,6 Kingfisher Gdns,3,t,940000,S,Nelson,4/3/17,4.5,3057,3,1,2,213,116,1995,Moreland,-37.7643,144.9808,Northern Metropolitan,5533
1435,Brunswick East,256 Stewart St,3,h,930000,PI,Nelson,4/3/17,4.5,3057,3,2,2,138,,,Moreland,-37.7658,144.9823,Northern Metropolitan,5533
1436,Brunswick East,55 King St,4,h,1550000,S,Woodards,4/6/16,4.5,3057,4,2,2,470,191,1940,Moreland,-37.7735,144.9833,Northern Metropolitan,5533
1437,Brunswick East,8/389 Lygon St,2,u,570000,PI,Jellis,8/10/16,4.5,3057,2,2,1,0,,,Moreland,-37.7656,144.9726,Northern Metropolitan,5533
1438,Brunswick East,98 Barkly St,4,h,1900000,S,Jellis,10/9/16,4.5,3057,4,2,1,227,,,Moreland,-37.7776,144.9726,Northern Metropolitan,5533
1439,Brunswick East,18 Lowan St,4,h,1290000,S,Jellis,11/3/17,4.5,3057,4,2,2,468,,,Moreland,-37.7724,144.9829,Northern Metropolitan,5533
1440,Brunswick East,202b Edward St,3,h,1170000,S,Nelson,15/10/16,4.5,3057,3,2,0,185,,1998,Moreland,-37.7755,144.9744,Northern Metropolitan,5533
1441,Brunswick East,3/37 Brunswick Rd,2,u,665000,S,Collins,16/7/16,4.5,3057,2,1,1,0,96,1940,Moreland,-37.7786,144.9753,Northern Metropolitan,5533
1442,Brunswick East,7/72 Victoria St,2,u,390000,PI,Peter,18/3/17,4.5,3057,2,1,1,0,,1970,Moreland,-37.7689,144.978,Northern Metropolitan,5533
1443,Brunswick East,2/33 Linden St,3,t,1050000,PI,Jellis,19/11/16,4.5,3057,3,3,2,87,151,1998,Moreland,-37.7739,144.975,Northern Metropolitan,5533
1444,Brunswick East,15 Ethel St,2,h,957000,S,Nelson,22/5/16,4.5,3057,2,1,1,148,,,Moreland,-37.7722,144.9751,Northern Metropolitan,5533
1445,Brunswick East,5 John St,3,h,910000,S,Jellis,24/9/16,4.5,3057,2,1,1,231,,1900,Moreland,-37.7759,144.976,Northern Metropolitan,5533
1446,Brunswick East,106/360 Lygon St,2,u,480000,PI,Jellis,28/5/16,4.5,3057,2,2,1,0,,,Moreland,-37.7679,144.9725,Northern Metropolitan,5533
1447,Brunswick East,3/14 Oconnor St,2,t,771000,SP,Nelson,28/5/16,4.5,3057,2,2,2,0,,,Moreland,-37.7736,144.9725,Northern Metropolitan,5533
1448,Brunswick East,3/10 Rathdowne St,3,t,805000,S,Woodards,30/7/16,4.5,3057,2,1,1,0,114,2003,Moreland,-37.7789,144.9739,Northern Metropolitan,5533
1449,Burnley,60 Gibdon St,2,h,1005000,SP,Biggin,3/12/16,3.5,3121,2,1,0,0,,,Yarra,-37.8301,145.0103,Northern Metropolitan,438
1450,Campbellfield,11 Bailey Ct,3,h,368000,SP,Iconek,3/12/16,14.5,3061,3,1,2,600,,,Hume,-37.6783,144.9672,Northern Metropolitan,1889
1451,Carlton,40 Carlton St,3,h,1662000,S,Nelson,7/5/16,1.8,3053,3,1,0,118,,,Melbourne,-37.8009,144.9729,Northern Metropolitan,6786
1452,Carlton,254 Faraday St,3,h,1590000,SP,Woodards,7/5/16,1.8,3053,2,2,2,100,106,1900,Melbourne,-37.7983,144.9655,Northern Metropolitan,6786
1453,Carlton,268 Faraday St,1,u,435000,S,Woodards,13/8/16,1.8,3053,1,1,1,0,,,Melbourne,-37.7982,144.9651,Northern Metropolitan,6786
1454,Carlton,176 Cardigan St,4,h,1630100,S,Ascend,14/5/16,1.8,3053,4,2,0,132,195,1890,Melbourne,-37.801,144.9656,Northern Metropolitan,6786
1455,Carlton,205/37 Palmerston St,2,u,600000,PI,Woodards,22/5/16,1.8,3053,2,2,1,0,67,2013,Melbourne,-37.7969,144.9742,Northern Metropolitan,6786
1456,East Melbourne,124 Powlett St,3,h,3520000,S,Jellis,4/6/16,1.5,3002,2,2,3,364,,,Melbourne,-37.8127,144.9861,Northern Metropolitan,3040
1457,East Melbourne,203/140 Gipps St,2,u,1935000,SP,Nelson,16/7/16,1.5,3002,2,2,2,0,150,2010,Melbourne,-37.8127,144.9847,Northern Metropolitan,3040
1458,East Melbourne,496 Victoria Pde,4,h,1475000,S,Frank,18/6/16,1.5,3002,2,1,1,179,,,Melbourne,-37.8099,144.9879,Northern Metropolitan,3040
1459,East Melbourne,1/187 George St,2,u,700000,PI,Harcourts,22/8/16,1.5,3002,2,2,1,0,65,1970,Melbourne,-37.8153,144.9842,Northern Metropolitan,3040
1460,East Melbourne,11/201 Wellington Pde S,1,u,630000,SP,Caine,25/2/17,1.5,3002,1,1,1,0,,,Melbourne,-37.8168,144.9787,Northern Metropolitan,3040
1461,East Melbourne,38/22 Agnes St,2,u,765000,SP,Woodards,28/8/16,1.5,3002,2,1,1,0,,,Melbourne,-37.8177,144.9801,Northern Metropolitan,3040
1462,Essendon West,4/63 Hampton Rd,4,t,652500,S,Harcourts,15/10/16,9.8,3040,4,2,1,179,160,1995,Moonee Valley,-37.7527,144.8824,Western Metropolitan,588
1463,Essendon West,2/45 Hoffmans Rd,3,t,970000,PI,Barry,24/9/16,9.8,3040,3,2,2,356,223,2011,Moonee Valley,-37.7493,144.8901,Western Metropolitan,588
1464,Essendon West,57 Hampton Rd,3,h,820000,VB,Nelson,30/7/16,9.8,3040,3,1,2,473,,,Moonee Valley,-37.7519,144.883,Western Metropolitan,588
1465,Fawkner,3 Lovely St,3,h,670000,S,YPA,3/12/16,12.4,3060,3,1,3,587,136,,Moreland,-37.7007,144.9632,Northern Metropolitan,5070
1466,Fawkner,17 James St,3,h,665000,S,hockingstuart,7/11/16,12.4,3060,3,1,1,726,,,Moreland,-37.7104,144.9733,Northern Metropolitan,5070
1467,Fawkner,73 Major Rd,3,h,526000,S,Harcourts,7/11/16,12.4,3060,3,1,1,404,101,1960,Moreland,-37.7075,144.9678,Northern Metropolitan,5070
1468,Fawkner,159 Jukes Rd,3,h,690000,PI,hockingstuart,10/12/16,12.4,3060,3,2,2,576,,,Moreland,-37.7015,144.9625,Northern Metropolitan,5070
1469,Fawkner,2/26 Shirley St,3,t,553500,S,Ray,12/11/16,12.4,3060,3,2,1,280,,,Moreland,-37.7027,144.9615,Northern Metropolitan,5070
1470,Fawkner,250 McBryde St,3,h,609000,S,Ray,17/9/16,12.4,3060,3,1,4,528,120,1965,Moreland,-37.6989,144.9779,Northern Metropolitan,5070
1471,Fawkner,3 Penn Ct,3,h,605000,S,Brad,17/9/16,12.4,3060,3,1,2,531,,,Moreland,-37.7022,144.9669,Northern Metropolitan,5070
1472,Fawkner,37 Pitt St,3,h,691500,S,hockingstuart,17/9/16,12.4,3060,3,1,1,646,,,Moreland,-37.7086,144.9704,Northern Metropolitan,5070
1473,Fawkner,3 Syndal St,3,h,650000,SP,Brad,18/3/17,12.4,3060,3,1,3,602,97,1950,Moreland,-37.7144,144.9737,Northern Metropolitan,5070
1474,Fawkner,82 Lorne St,3,h,860000,S,Nelson,22/5/16,12.4,3060,2,1,4,1075,,,Moreland,-37.7156,144.9708,Northern Metropolitan,5070
1475,Fawkner,10 Patricia Dr,3,h,617000,SP,hockingstuart,23/4/16,12.4,3060,3,1,1,540,114,1960,Moreland,-37.6973,144.962,Northern Metropolitan,5070
1476,Fawkner,256 McBryde St,3,h,640000,SP,YPA,25/2/17,12.4,3060,3,1,4,533,135,1965,Moreland,-37.6985,144.9778,Northern Metropolitan,5070
1477,Fawkner,19 Stanford Cl,4,h,700500,S,Stockdale,26/7/16,12.4,3060,4,2,2,467,,1997,Moreland,-37.6963,144.9645,Northern Metropolitan,5070
1478,Fawkner,2 Murray St,4,h,562000,S,Stockdale,27/6/16,12.4,3060,4,2,2,374,136,2005,Moreland,-37.7056,144.9671,Northern Metropolitan,5070
1479,Fawkner,12 Selola Ct,3,h,652500,PI,hockingstuart,27/11/16,12.4,3060,3,1,1,592,113,1960,Moreland,-37.6968,144.9674,Northern Metropolitan,5070
1480,Fawkner,15 Dowding Cl,3,h,480000,S,Nelson,28/5/16,12.4,3060,3,2,2,305,,,Moreland,-37.6972,144.9634,Northern Metropolitan,5070
1481,Fawkner,2/11 Dowling St,3,u,422500,S,Ray,30/7/16,12.4,3060,3,2,1,195,91,2000,Moreland,-37.7062,144.9688,Northern Metropolitan,5070
1482,Hawthorn East,22 Stewart St,2,h,1140000,S,Marshall,3/12/16,7.5,3123,2,1,0,230,,,Boroondara,-37.8226,145.055,Southern Metropolitan,6482
1483,Hawthorn East,4/799 Burwood Rd,2,u,420000,PI,hockingstuart,4/3/17,7.5,3123,2,1,1,0,,1970,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482
1484,Hawthorn East,2/28 Caroline St,3,t,1220000,S,Marshall,4/3/17,7.5,3123,3,2,2,166,,1980,Boroondara,-37.8293,145.0456,Southern Metropolitan,6482
1485,Hawthorn East,2/2 Myrniong Gr,3,h,1600000,VB,Marshall,7/5/16,7.5,3123,3,2,2,200,,,Boroondara,-37.8396,145.0514,Southern Metropolitan,6482
1486,Hawthorn East,2/282 Riversdale Rd,1,u,320000,VB,Fletchers,12/11/16,7.5,3123,1,1,1,0,,1965,Boroondara,-37.8303,145.046,Southern Metropolitan,6482
1487,Hawthorn East,1/17 Auburn Gr,2,u,573000,S,Kay,13/8/16,7.5,3123,2,1,1,0,60,1970,Boroondara,-37.8254,145.047,Southern Metropolitan,6482
1488,Hawthorn East,5 Nicholson St,4,h,2920000,S,Marshall,16/4/16,7.5,3123,4,3,3,726,,,Boroondara,-37.8239,145.0553,Southern Metropolitan,6482
1489,Hawthorn East,501/38 Harold St,2,u,705000,PI,Marshall,18/3/17,7.5,3123,2,2,1,78,,2011,Boroondara,-37.8284,145.0535,Southern Metropolitan,6482
1490,Hawthorn East,21 Myrniong Gr,4,h,3310000,S,RT,18/3/17,7.5,3123,4,2,3,762,,,Boroondara,-37.8395,145.0529,Southern Metropolitan,6482
1491,Hawthorn East,16/799 Burwood Rd,2,u,444000,S,LITTLE,18/6/16,7.5,3123,2,1,1,0,68,1970,Boroondara,-37.8245,145.0527,Southern Metropolitan,6482
1492,Hawthorn East,11 Council St,3,h,1320000,VB,Jellis,18/6/16,7.5,3123,3,2,1,213,162,1890,Boroondara,-37.8302,145.0542,Southern Metropolitan,6482
1493,Hawthorn East,4/43 Clifton Rd,2,u,706000,S,hockingstuart,22/8/16,7.5,3123,2,1,1,172,90,1960,Boroondara,-37.8437,145.0536,Southern Metropolitan,6482
1494,Hawthorn East,12/36 Anderson Rd,2,u,500000,VB,Peter,27/11/16,7.5,3123,2,1,1,3084,,,Boroondara,-37.8414,145.0505,Southern Metropolitan,6482
1495,Hawthorn East,103 Pleasant Rd,5,h,1900000,VB,Kay,28/5/16,7.5,3123,3,3,3,0,,,Boroondara,-37.8351,145.0554,Southern Metropolitan,6482
1496,Hawthorn East,2/60 Rathmines Rd,3,h,975000,VB,Fletchers,30/7/16,7.5,3123,3,1,1,211,120,1990,Boroondara,-37.8204,145.0489,Southern Metropolitan,6482
1497,Heidelberg,6/542 Upper Heidelberg Rd,2,u,585000,PI,Barry,6/8/16,10.6,3084,2,2,1,0,,2012,Banyule,-37.7506,145.0574,Eastern Metropolitan,2890
1498,Heidelberg,4/51 Yarra St,2,t,705000,S,Miles,6/8/16,10.6,3084,2,1,1,182,110,1973,Banyule,-37.7587,145.0657,Eastern Metropolitan,2890
1499,Heidelberg,13/77 Rosanna Rd,2,u,420000,S,Miles,7/11/16,10.6,3084,2,1,1,158,,1970,Banyule,-37.7512,145.0697,Eastern Metropolitan,2890
1500,Heidelberg,13 Edgar St,3,h,750000,VB,Nelson,16/4/16,10.6,3084,3,1,2,577,140,1955,Banyule,-37.7494,145.0703,Eastern Metropolitan,2890
1501,Heidelberg,6 Bolden St,5,h,1401000,S,Nelson,19/11/16,10.6,3084,5,2,2,580,222,1940,Banyule,-37.7539,145.0577,Eastern Metropolitan,2890
1502,Heidelberg,1/14 Edgar St,3,h,850000,VB,Fletchers,24/9/16,10.6,3084,3,2,2,285,,2010,Banyule,-37.7491,145.0702,Eastern Metropolitan,2890
1503,Heidelberg,4/97 Hawdon St,4,u,830000,S,Miles,24/9/16,10.6,3084,4,2,2,1180,,,Banyule,-37.7551,145.0646,Eastern Metropolitan,2890
1504,Ivanhoe East,41 McArthur Rd,4,h,1740000,S,Miles,7/11/16,9,3079,4,3,3,948,249,1960,Banyule,-37.7759,145.063,Eastern Metropolitan,1554
1505,Ivanhoe East,1/169 Lower Heidelberg Rd,3,t,1050000,VB,Nelson,22/8/16,9,3079,3,2,1,180,165,2012,Banyule,-37.772,145.0538,Eastern Metropolitan,1554
1506,Jacana,25 Bliburg St,3,h,495000,S,YPA,27/11/16,14.5,3047,3,1,2,598,92,1965,Hume,-37.6878,144.9112,Northern Metropolitan,851
1507,Kingsville,132 Coronation St,3,h,1035000,SP,Village,6/8/16,7.8,3012,3,2,2,275,145,1920,Maribyrnong,-37.8118,144.8801,Western Metropolitan,1808
1508,Kingsville,57 Wales St,3,h,925000,SP,Village,24/9/16,7.8,3012,3,1,1,275,100,1920,Maribyrnong,-37.8085,144.8802,Western Metropolitan,1808
1509,Murrumbeena,11 Perth St,3,h,1470000,S,Hodges,4/3/17,12.1,3163,3,1,2,701,,,Glen Eira,-37.8868,145.0688,Southern Metropolitan,4442
1510,Murrumbeena,84 Dalny Rd,3,t,1100000,S,hockingstuart,4/6/16,12.1,3163,1,2,2,242,,2005,Glen Eira,-37.9017,145.0739,Southern Metropolitan,4442
1511,Murrumbeena,2/11 Howe St,2,u,740000,S,Buxton,6/8/16,12.1,3163,2,1,1,161,89,1980,Glen Eira,-37.8955,145.073,Southern Metropolitan,4442
1512,Murrumbeena,38 Dalny Rd,3,h,1060000,PI,hockingstuart,7/5/16,12.1,3163,3,1,2,595,130,1957,Glen Eira,-37.9027,145.0684,Southern Metropolitan,4442
1513,Murrumbeena,4/16 Rosella St,2,u,680000,S,Buxton,7/5/16,12.1,3163,2,1,2,275,94,1975,Glen Eira,-37.8936,145.0725,Southern Metropolitan,4442
1514,Murrumbeena,6/21 Adelaide St,2,h,435000,S,Barry,12/11/16,12.1,3163,2,1,1,697,,1970,Glen Eira,-37.8875,145.0676,Southern Metropolitan,4442
1515,Murrumbeena,22/41 Murrumbeena Rd,2,u,605000,SP,Fletchers,12/11/16,12.1,3163,2,2,2,5289,72,2013,Glen Eira,-37.8882,145.0666,Southern Metropolitan,4442
1516,Murrumbeena,21 Ardyne St,4,h,1610000,S,Ray,15/10/16,12.1,3163,4,2,2,660,167,1920,Glen Eira,-37.8932,145.0681,Southern Metropolitan,4442
1517,Murrumbeena,3/14 Wilson St,2,h,685000,S,hockingstuart,18/3/17,12.1,3163,2,1,1,0,,,Glen Eira,-37.8888,145.0743,Southern Metropolitan,4442
1518,Murrumbeena,4/19 Rosella St,3,t,860000,SP,Buxton,22/5/16,12.1,3163,3,2,2,0,,2013,Glen Eira,-37.8939,145.0715,Southern Metropolitan,4442
1519,Murrumbeena,3/59 Poath Rd,2,h,692000,S,Gary,25/2/17,12.1,3163,2,1,2,0,,1991,Glen Eira,-37.8929,145.0765,Southern Metropolitan,4442
1520,Murrumbeena,226 Murrumbeena Rd,3,h,1076000,S,Woodards,26/7/16,12.1,3163,3,1,1,554,,,Glen Eira,-37.9012,145.0646,Southern Metropolitan,4442
1521,Murrumbeena,8/145 Murrumbeena Rd,2,u,435000,PI,Woodards,28/8/16,12.1,3163,2,1,1,0,,1970,Glen Eira,-37.8941,145.0655,Southern Metropolitan,4442
1522,Ormond,1 Bethell St,3,h,1256000,S,hockingstuart,6/8/16,11.8,3204,3,2,2,378,,1924,Glen Eira,-37.9064,145.0287,Southern Metropolitan,3578
1523,Ormond,2/27 Wheeler St,3,u,900000,S,hockingstuart,6/8/16,11.8,3204,3,1,1,265,91,1990,Glen Eira,-37.906,145.04,Southern Metropolitan,3578
1524,Ormond,27 Bewdley St,4,h,1875000,S,hockingstuart,7/11/16,11.8,3204,4,2,2,702,,1929,Glen Eira,-37.9063,145.0493,Southern Metropolitan,3578
1525,Ormond,32a Bewdley St,2,h,1250000,S,Ray,8/10/16,11.8,3204,2,1,1,516,,,Glen Eira,-37.906,145.0497,Southern Metropolitan,3578
1526,Ormond,13 Stewart St,2,h,1360000,PI,hockingstuart,8/10/16,11.8,3204,3,1,1,690,,1930,Glen Eira,-37.9056,145.0288,Southern Metropolitan,3578
1527,Ormond,2/31 Malane St,2,u,950000,S,Gary,10/12/16,11.8,3204,2,1,1,0,,,Glen Eira,-37.9009,145.037,Southern Metropolitan,3578
1528,Ormond,21 Stewart St,4,h,2005000,S,hockingstuart,15/10/16,11.8,3204,4,2,2,691,193,1935,Glen Eira,-37.905,145.029,Southern Metropolitan,3578
1529,Ormond,13 Parker St,4,h,1390000,SA,Ray,16/7/16,11.8,3204,4,2,2,666,158,1937,Glen Eira,-37.9032,145.049,Southern Metropolitan,3578
1530,Ormond,2 Stewart St,3,h,940000,PI,Buxton,16/7/16,11.8,3204,3,1,1,397,124,1940,Glen Eira,-37.9064,145.0291,Southern Metropolitan,3578
1531,Ormond,3/11 Ormond Rd,2,u,410000,SA,Stockdale,26/7/16,11.8,3204,2,1,1,0,65,1970,Glen Eira,-37.903,145.0452,Southern Metropolitan,3578
1532,Ormond,41 Queen St,3,h,1690000,SP,Buxton,27/6/16,11.8,3204,3,2,2,692,,,Glen Eira,-37.9043,145.0358,Southern Metropolitan,3578
1533,Ormond,2 Wimmera St,2,h,1177000,S,Thomson,27/11/16,11.8,3204,2,1,2,452,105,1930,Glen Eira,-37.9024,145.0539,Southern Metropolitan,3578
1534,Ormond,2/35 Leila Rd,2,u,617500,S,Biggin,28/5/16,11.8,3204,2,1,1,94,91,1970,Glen Eira,-37.9011,145.0474,Southern Metropolitan,3578
1535,Ormond,3/302 Grange Rd,2,u,405000,VB,Besser,28/8/16,11.8,3204,2,1,1,0,68,1970,Glen Eira,-37.9031,145.0444,Southern Metropolitan,3578
1536,West Footscray,1 Buxton St,3,h,1061000,S,Burnham,3/12/16,8.2,3012,3,1,1,533,,,Maribyrnong,-37.7955,144.8784,Western Metropolitan,5058
1537,West Footscray,12/32 Argyle St,2,h,438000,S,hockingstuart,8/10/16,8.2,3012,2,1,2,0,75,1970,Maribyrnong,-37.7952,144.8749,Western Metropolitan,5058
1538,West Footscray,45 Hansen St,3,h,967000,S,Jas,10/12/16,8.2,3012,3,1,2,347,113,1925,Maribyrnong,-37.8067,144.8761,Western Metropolitan,5058
1539,West Footscray,8/21 Hampton Pde,1,u,241000,S,Sweeney,11/2/17,8.2,3012,1,1,1,0,99,,Maribyrnong,-37.8067,144.8678,Western Metropolitan,5058
1540,West Footscray,8 Dongola Rd,3,h,913000,S,hockingstuart,19/11/16,8.2,3012,3,1,3,448,96,1925,Maribyrnong,-37.7911,144.8821,Western Metropolitan,5058
1541,West Footscray,10 Rupert St,3,h,1028000,S,Biggin,25/2/17,8.2,3012,3,2,2,520,,,Maribyrnong,-37.7991,144.8768,Western Metropolitan,5058
1542,West Footscray,44 Clive St,3,h,1151500,SP,Sweeney,26/7/16,8.2,3012,4,1,2,536,113,1925,Maribyrnong,-37.7978,144.8743,Western Metropolitan,5058
1543,West Footscray,31 Napoleon St,3,h,860000,S,Biggin,26/7/16,8.2,3012,3,1,2,501,147,1960,Maribyrnong,-37.7912,144.868,Western Metropolitan,5058
1544,West Footscray,372 Somerville Rd,4,h,830000,SP,Purplebricks,27/11/16,8.2,3012,4,2,1,665,,1960,Maribyrnong,-37.8107,144.8666,Western Metropolitan,5058
1545,Albion,7 Dalworth St,2,h,765000,SA,Barry,4/2/16,13.9,3020,2,1,2,672,111,1958,Brimbank,-37.7812,144.8121,Western Metropolitan,2185
1546,Albion,12 Coolamon St,2,h,600000,SP,Barry,22/5/16,13.9,3020,2,1,1,534,90,1950,Brimbank,-37.7795,144.8204,Western Metropolitan,2185
1547,Albion,8/6 Ridley St,1,u,145000,PI,Biggin,28/5/16,13.9,3020,2,1,1,36,,,Brimbank,-37.7833,144.8266,Western Metropolitan,2185
1548,Glen Huntly,83 Grange Rd,3,h,1160000,S,Gary,8/10/16,10.4,3163,3,1,2,553,137,1930,Glen Eira,-37.8878,145.0456,Southern Metropolitan,2403
1549,Glen Huntly,8 Augusta St,3,h,1330000,S,Woodards,10/9/16,10.4,3163,3,2,1,295,176,1930,Glen Eira,-37.8904,145.0387,Southern Metropolitan,2403
1550,Oakleigh,128 Atherton Rd,2,h,1010000,S,Ray,4/3/17,14,3166,2,1,2,553,,1938,Monash,-37.9001,145.0981,Southern Metropolitan,3224
1551,Oakleigh,11/79 Atherton Rd,2,u,400000,PI,Woodards,7/5/16,14,3166,2,1,1,0,87,2004,Monash,-37.8991,145.0939,Southern Metropolitan,3224
1552,Oakleigh,56 Burlington St,3,h,1045000,S,Ray,17/9/16,14,3166,3,1,2,643,,,Monash,-37.9028,145.0971,Southern Metropolitan,3224
1553,Oakleigh,1231 North Rd,4,h,991000,S,Woodards,18/3/17,14,3166,4,1,2,683,,,Monash,-37.9107,145.0975,Southern Metropolitan,3224
1554,Oakleigh,197 Huntingdale Rd,3,h,1025000,S,Ray,25/2/17,14,3166,3,1,2,543,139,1940,Monash,-37.9023,145.105,Southern Metropolitan,3224
